Posted date,Job title,Company name,Location,Skills,Links,Salaries,Requirements
23 hours ago,PYTHON DEVELOPER,Capital Motion UAE -,"Dubai, United Arab Emirates ",Full TimeSenior Management · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Python · Information Technology (IT) · Computer Science · Software Development · Software Engineering · javaScript · HTML,/jobs/p/g/0j9vqxxxd7w1-python-developer-capital-motion-uae-dubai-united-arab-emirates,Not Mentioned,
1 day ago,Executive Director – Quality of Life Program,Confidential Government -,"Riyadh, Saudi Arabia ",Full TimeSenior Management · IT/Software Development · Project/Program Management · Engineering - Telecom/Technology · information technology (it) · computer science · engineering · software development · project management · management · quality,/saudi/jobs/p/g/y81mul7usejz-executive-director-quality-of-life-program-confidential-government-riyadh-saudi-arabia,Not Mentioned,
2 days ago,Operations & Maintenance Specialist - PV Solar,Yellow Door Energy -,"Dubai, United Arab Emirates ",Full TimeEntry Level · Customer Service/Support · Operations/Management · Sales/Retail · Operations · Management · Customer Service · Microsoft Office · Sales · Customer Support · Customer Care,/jobs/p/g/djgtte0q87in-operations-maintenance-specialist-pv-solar-yellow-door-energy-dubai-united-arab-emirates,Not Mentioned,
2 days ago,Delivery Manager,Network International -,"Dubai, United Arab Emirates ",Full TimeExperienced · IT/Software Development · Operations/Management · Engineering - Telecom/Technology · Information Technology (IT) · Computer Science · Logistics · Management · Delivery · Project Management · Customer Service,/jobs/p/g/6h41suhicmtz-delivery-manager-network-international-dubai-united-arab-emirates,Not Mentioned,
3 days ago,Marketplace Manager (REMOTE),Jobgether -,"Riyadh, Saudi Arabia ",Full TimeExperienced · Business Development · Operations/Management · Marketing/PR/Advertising · Customer Support · Management · Marketplace · E-Commerce · Sales · Business Development · Communication,/saudi/jobs/p/g/z46tqbg3e43p-marketplace-manager-remote-jobgether-riyadh-saudi-arabia,Not Mentioned,
4 days ago,Cyber Security Specialist,Confidential Government -,"Riyadh, Saudi Arabia ",Full TimeEntry Level · IT/Software Development · Sales/Retail · Engineering - Telecom/Technology · Information Technology (IT) · Computer Science · Computer Engineering · Engineering · Security · Information Security · Telecommunication,/saudi/jobs/p/g/swscbn1elmp0-cyber-security-specialist-confidential-government-riyadh-saudi-arabia,Not Mentioned,
9 days ago,Lead - Threat Intelligence,CPX -,"Dubai, United Arab Emirates ",Full TimeExperienced · IT/Software Development · Sales/Retail · Engineering - Telecom/Technology · Information Technology (IT) · Sales · Computer Science · Sales Skills · Lead Generation · Software Development · Sales Target,/jobs/p/g/plzhfvb2vvxu-lead-threat-intelligence-cpx-dubai-united-arab-emirates,Not Mentioned,
10 days ago,Capital Projects & Infrastructure Management Consultant - Riyadh,Efficio -,"Riyadh, Saudi Arabia ",Full TimeExperienced · Business Development · Customer Service/Support · Sales/Retail · Real Estate · Sales · Sales Target · New Capital · Sales Skills · Projects · Negotiation,/saudi/jobs/p/g/tf9jtkbkk0lq-capital-projects-infrastructure-management-consultant-riyadh-efficio-riyadh-saudi-arabia,Not Mentioned,
12 days ago,Lead Engineer - OT Cybersecurity,CPX -,"Dubai, United Arab Emirates ",Full TimeExperienced · Engineering - Construction/Civil/Architecture · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Information Technology (IT) · Engineering · Software Development · Software Engineering · Computer Engineering · Sales,/jobs/p/g/qfmyuhkeairp-lead-engineer-ot-cybersecurity-cpx-dubai-united-arab-emirates,Not Mentioned,
1 month ago,Research Assistant (Remote),PULSE MEDIA (MENA REGION) -,"Riyadh, Saudi Arabia ",Full TimeEntry Level · Administration · Marketing/PR/Advertising · Analyst/Research · Research · Administration · Microsoft Office · Secretary · Office Management · Market Research · Communication Skills,/saudi/jobs/p/g/pf7jcvmwrlny-research-assistant-remote-pulse-media-mena-region-riyadh-saudi-arabia,Not Mentioned,
22 days ago,Projects Senior Sales Engineer - Saudi Arabia/Jeddah,Siemens -,"Makkah, Saudi Arabia ",Full TimeExperienced · Sales/Retail · Engineering - Telecom/Technology · Engineering - Mechanical/Electrical · Sales · Sales Skills · Engineering · Sales Target · Electrical Engineering · Mechanical Engineering · Microsoft Office,/saudi/jobs/p/g/97g7yrmzrouz-projects-senior-sales-engineer-saudi-arabiajeddah-siemens-makkah-saudi-arabia,Not Mentioned,
23 days ago,Student Marketing & Recruitment Specialist / Manager,American University of Kuwait (AUK) -,"Makkah, Saudi Arabia ",Freelance / ProjectExperienced · Marketing/PR/Advertising · Sales/Retail · Media/Journalism/Publishing · marketing · social media · e-marketing · media · microsoft office · recruitment · english,/saudi/jobs/p/g/jsplaz5m3lq1-student-marketing-recruitment-specialist-manager-american-university-of-kuwait-auk-makkah-saudi-arabia,Not Mentioned,
23 days ago,Senior Product Specialist - Hematology,Johnson & Johnson Innovative Medicine -,"Dubai, United Arab Emirates ",Full TimeNot specified · Marketing/PR/Advertising · Sales/Retail · Media/Journalism/Publishing · Marketing · Sales · Sales Skills · Social Media · Human Resources (HR) · E-marketing · Microsoft Office,/jobs/p/g/lzuu7qlddab1-senior-product-specialist-hematology-johnson-johnson-innovative-medicine-dubai-united-arab-emirates,Not Mentioned,
16 days ago,Senior Manager - Project Acquisition,Bayut KSA -,"Makkah, Saudi Arabia ",Full TimeExperienced · IT/Software Development · Project/Program Management · Sales/Retail · Sales · Sales Skills · Customer Service · Project Management · Marketing · Information Technology (IT) · Customer Support,/saudi/jobs/p/g/kkzasl60olr3-senior-manager-project-acquisition-bayut-ksa-makkah-saudi-arabia,Not Mentioned,
24 days ago,Project Controls Manager,L'Usine Nouvelle -,"Dubai, United Arab Emirates ",Full TimeExperienced · Engineering - Construction/Civil/Architecture · IT/Software Development · Project/Program Management · Project Management · Engineering · PMP · Information Technology (IT) · Civil Engineering · Computer Science · Management,/jobs/p/g/8k7twtdjsjnt-project-controls-manager-lusine-nouvelle-dubai-united-arab-emirates,Not Mentioned,
4 days ago,Senior Entertainment Manager – Live Events & Festivals,Confidential Government -,"Riyadh, Saudi Arabia ",Full TimeExperienced · IT/Software Development · Marketing/PR/Advertising · Engineering - Telecom/Technology · information technology (it) · marketing · computer science · project management · management · communication · business,/saudi/jobs/p/g/jkkcv3njlbdf-senior-entertainment-manager-live-events-festivals-confidential-government-riyadh-saudi-arabia,Not Mentioned,
4 days ago,President – Global Strategic Partnerships,Confidential Government -,"Riyadh, Saudi Arabia ",Full TimeSenior Management · Business Development · Marketing/PR/Advertising · Sales/Retail · marketing · sales · sales skills · business development · microsoft office · management · finance,/saudi/jobs/p/g/v09qlhp7ddr5-president-global-strategic-partnerships-confidential-government-riyadh-saudi-arabia,Not Mentioned,
7 days ago,Partner  Account Manager (Arabic Speaking),Constructor Tech -,"Dubai, United Arab Emirates ",Full TimeExperienced · Customer Service/Support · Marketing/PR/Advertising · Sales/Retail · Sales · Sales Skills · Customer Service · Sales Target · Customer Support · Customer Care · Account Management,/jobs/p/g/5lmhilzgmpkj-partner-account-manager-arabic-speaking-constructor-tech-dubai-united-arab-emirates,Not Mentioned,
8 days ago,Senior Network Infrastructure Architect,Emdad Al Khebrat -,"Riyadh, Saudi Arabia ",Full TimeExperienced · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · information technology (it) · computer science · engineering · computer engineering · networks · cisco · lan,/saudi/jobs/p/g/7v4jyl2tavtt-senior-network-infrastructure-architect-emdad-al-khebrat-riyadh-saudi-arabia,Not Mentioned,
17 days ago,Group Product Manager PSS,ISA -,"Dubai, United Arab Emirates ",Full TimeExperienced · IT/Software Development · Sales/Retail · Engineering - Telecom/Technology · sales · sales skills · information technology (it) · marketing · computer science · engineering · management,/jobs/p/g/ajg1tr1mavbj-group-product-manager-pss-isa-dubai-united-arab-emirates,Not Mentioned,
25 days ago,"Senior Strategic Planning  Engineer (Central, Riyadh)",Energy Job Search -,"Riyadh, Saudi Arabia ",Full TimeExperienced · Engineering - Construction/Civil/Architecture · Project/Program Management · Engineering - Mechanical/Electrical · Planning · Engineering · Project Management · Civil Engineering · Primavera · Construction · Architecture,/saudi/jobs/p/g/liubeorfrsob-senior-strategic-planning-engineer-central-riyadh-energy-job-search-riyadh-saudi-arabia,Not Mentioned,
18 days ago,Marketing Manager,Stellar Hunters -,"Riyadh, Saudi Arabia ",Full TimeExperienced · Marketing/PR/Advertising · Sales/Retail · Media/Journalism/Publishing · Marketing · Social Media · Sales · Market Research · E-marketing · Media · Digital Marketing,/saudi/jobs/p/g/vtdllobkjceh-marketing-manager-stellar-hunters-riyadh-saudi-arabia,Not Mentioned,
25 days ago,"Client Relations Associate - HR, PRO, GRO",American University of Kuwait (AUK) -,"Riyadh, Saudi Arabia ",Full TimeEntry Level · Administration · Customer Service/Support · Operations/Management · Customer Care · Customer Service · Customer Support · Client Relations · Sales · Administration · Real Estate,/saudi/jobs/p/g/elp8otfgmz9x-client-relations-associate-hr-pro-gro-american-university-of-kuwait-auk-riyadh-saudi-arabia,Not Mentioned,
19 days ago,"Specialist, Research Metallurgist III",Ma'aden -,"Riyadh, Saudi Arabia ",Full TimeEntry Level · Administration · IT/Software Development · Engineering - Mechanical/Electrical · computer science · information technology (it) · .net · administration,/saudi/jobs/p/g/nlj64kktudej-specialist-research-metallurgist-iii-maaden-riyadh-saudi-arabia,Not Mentioned,
19 days ago,Senior Cybersecurity Engineer (m/f/d),Halian -,"Dubai, United Arab Emirates ",Freelance / ProjectExperienced · IT/Software Development · Engineering - Telecom/Technology · Engineering - Mechanical/Electrical · Engineering · Information Technology (IT) · Computer Science · Software Engineering · Software Development · Computer Engineering · Mechanical Engineering,/jobs/p/g/8k8fvp9tsw8z-senior-cybersecurity-engineer-mfd-halian-dubai-united-arab-emirates,Not Mentioned,
26 days ago,FM Administrative Coordinator,Makani -,"Dubai, United Arab Emirates ",Full TimeEntry Level · Administration · Customer Service/Support · Logistics/Supply Chain · Administration · Admin · Microsoft Office · Office Management · Secretary · Business Administration · Customer Service,/jobs/p/g/ldceaz5gcsax-fm-administrative-coordinator-makani-dubai-united-arab-emirates,Not Mentioned,
9 days ago,Production Engineer,Eaton -,"Riyadh, Saudi Arabia ",Full TimeEntry Level · Manufacturing/Production · Engineering - Mechanical/Electrical · Engineering - Other · Production · Engineering · Mechanical Engineering · Manufacturing · Microsoft Office · Production Engineering · Electrical Engineering,/saudi/jobs/p/g/djfqoovmt6s8-production-engineer-eaton-riyadh-saudi-arabia,Not Mentioned,
10 days ago,Head of Talent Management – Nationalization Strategy,Confidential Government -,"Riyadh, Saudi Arabia ",Full TimeSenior Management · Human Resources · Marketing/PR/Advertising · Sales/Retail · marketing · sales skills · sales · human resources (hr) · management · project management · communication skills,/saudi/jobs/p/g/my7l7k8ncvlt-head-of-talent-management-nationalization-strategy-confidential-government-riyadh-saudi-arabia,Not Mentioned,
10 days ago,Commercial Director – Real Estate & Giga-Developments,Confidential Government -,"Riyadh, Saudi Arabia ",Full TimeManager · Business Development · Customer Service/Support · Sales/Retail · Real Estate · Sales · Sales Skills · Sales Target · Commercial · Marketing · Microsoft Office,/saudi/jobs/p/g/robrqf8o1chm-commercial-director-real-estate-giga-developments-confidential-government-riyadh-saudi-arabia,Not Mentioned,
20 days ago,Human Resources Director,Confidential Government -,"Riyadh, Saudi Arabia ",Full TimeManager · Administration · Human Resources · Operations/Management · Human Resources (HR) · Recruitment · Management · HR · Personnel · Training · Communication Skills,/saudi/jobs/p/g/kqacnmvtimyy-human-resources-director-confidential-government-riyadh-saudi-arabia,Not Mentioned,
3 days ago,DevOps Engineer - AWS,"Bespin Global MEA, an e& enterprise Company -","Dubai, United Arab Emirates ",Full TimeEntry Level · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Information Technology (IT) · DevOps · Software Development · Software Engineering · Engineering · Computer Engineering,/jobs/p/g/g5d2abx8tjhu-devops-engineer-aws-bespin-global-mea-an-e-enterprise-company-dubai-united-arab-emirates,Not Mentioned,
